IID	Population	Super_Population	sex	sim_age	PC1	PC2	PC3	PC4	PC5	sim_pheno_dict	sim_pheno_quant	score1	score2	score3
HG01334	GBR	EUR	1	39	-0.0122795	0.0246846	0.00876033	-0.0215846	-0.00113987	0	0.153612438550322	0.025824426496	-0.88699246	-2.8369682782
HG01341	CLM	AMR	1	64	-0.0141457	0.00314926	0.0443402	0.0387955	0.00626565	0	1.16592305091136	-0.078394630922	-0.758242476	-1.4420007232
HG01342	CLM	AMR	2	50	0.00337667	0.00625693	0.0195798	0.00646126	0.00956922	0	0.865040369091324	0.066653562954	-0.61143468	0.0297068426
HG01344	CLM	AMR	1	35	-0.0119877	0.00929009	0.0318612	0.0204416	0.00421851	0	0.48514034931254	-0.1754109766	-0.780801268	-1.728057847
HG01345	CLM	AMR	2	50	-0.0102495	0.0153338	0.0212479	0.00239785	0.000895631	0	-0.127280645045014	-0.10676772868	-0.733068924	-2.7078909914
HG01348	CLM	AMR	2	48	-0.011601	0.00990938	0.0315941	0.0187362	0.00330928	0	0.195816609383493	-0.065795985092	-0.64583574	-0.58674949028
HG01350	CLM	AMR	1	21	-0.00995457	0.00897518	0.03055	0.0172376	0.00361527	1	2.14679345648059	-0.25714631626	-0.820240232	-1.444777542
HG01351	CLM	AMR	2	24	-0.0123737	0.0140618	0.0256695	0.00736901	-0.000175863	0	0.238596706274838	-0.25581447504	-0.808777204	-1.3444153768
HG01353	CLM	AMR	1	65	-0.0111967	0.0166965	0.0195057	-0.00117225	0.000313201	0	0.160378242643368	-0.12726613644	-0.755332308	-1.8774366224
HG01354	CLM	AMR	2	28	-0.0114073	0.0186116	0.0184187	-0.00592484	-0.000331756	0	-0.0650279903945638	-0.14241951118	-0.787964912	-2.8431745322
HG01356	CLM	AMR	1	22	-0.0101061	0.0124103	0.0261059	0.0110075	0.00211021	0	0.758248215056632	-0.15912011018	-0.718388344	-2.0609753876
HG01357	CLM	AMR	2	43	-0.0121787	0.0138364	0.0259785	0.00745801	5.45611e-05	0	-0.439202186801096	-0.18701473788	-0.744969076	-2.216240507
HG01359	CLM	AMR	1	46	-0.010937	0.0147811	0.0229322	0.00356524	0.00180576	0	0.046318182839964	-0.1228945338	-0.680330612	-2.2541754348
HG01360	CLM	AMR	2	35	-0.00948481	0.0144106	0.0217813	0.00486828	0.00121796	0	1.2890017685301	-0.051266548096	-0.696079052	-3.5610717668
HG01362	CLM	AMR	1	61	-0.00600681	0.0132064	0.0147158	0.0127151	-0.0379265	0	-0.470087749829871	-0.14927979754	-0.781657552	-1.6070870796
HG01363	CLM	AMR	2	25	-0.00410049	0.00915154	0.0201045	0.0212897	-0.0353506	1	1.44043649003663	-0.11229280846	-0.79129424	0.30015619732
HG01365	CLM	AMR	1	52	-0.00650443	0.0103863	0.0242621	0.00853782	0.0057657	0	0.422494040241785	-0.09061820738	-0.513954032	-2.4061262866
HG01366	CLM	AMR	2	55	-0.00761235	0.0119524	0.0241438	0.00537819	0.00203761	0	0.772126605374164	0.022306615688	-0.690739752	-0.2208114793
HG01369	CLM	AMR	2	51	-0.00718966	0.00356478	0.0330446	0.0405814	-0.0339996	0	0.946896984437832	-0.1421612198	-0.74038626	-0.31293148326
HG01372	CLM	AMR	2	29	-0.0102919	0.0131681	0.0210574	0.0196339	-0.039412	0	0.333067736631676	-0.25721109944	-0.802687408	-1.6762772144
HG01374	CLM	AMR	1	53	-0.0118963	0.0150798	0.023526	0.00442873	0.00132852	1	1.76710544546222	-0.051155491216	-0.74108486	-1.863379777
HG01375	CLM	AMR	2	30	-0.00665083	0.00959373	0.0260754	0.0109025	0.00459832	0	-0.305155644924622	-0.314156356	-0.946680844	-1.7675155464
HG01377	CLM	AMR	1	80	-0.00825483	0.0104914	0.0258737	0.0113348	0.00281196	0	-1.43133416641961	-0.28220815218	-0.809593568	-1.6822019476
HG01378	CLM	AMR	2	27	-0.0111198	0.00978084	0.030956	0.0161735	0.00345471	1	1.83795904116627	-0.11370794234	-0.791260308	-1.9959120918
HG01383	CLM	AMR	1	31	-0.0111511	0.0154757	0.022805	0.00338897	0.000922589	0	0.576952172344609	-0.15585150428	-0.857934692	-2.4019418638
HG01384	CLM	AMR	2	77	-0.00996322	0.0146236	0.0230333	0.00305471	0.00253875	0	0.94589876522685	-0.12191184868	-0.822635432	-1.3368910936
HG01389	CLM	AMR	1	21	-0.00966262	0.0180299	0.0164809	-0.00622346	0.000940559	0	1.14179928023802	-0.22183780048	-0.866375776	-3.0844186632
HG01390	CLM	AMR	2	60	-0.000118376	0.00635967	0.0237456	0.0112779	0.0091954	0	-1.81762611754328	-0.25153626114	-0.79045592	0.30831390232
HG01392	PUR	AMR	1	76	-0.00391474	0.0143555	0.0127302	0.00710662	-0.0390888	0	-0.419542005699324	-0.09255244804	-0.76998694	-0.07677903982
HG01393	PUR	AMR	2	65	-0.00171496	0.0139368	0.0089867	0.0037567	-0.0359537	0	-0.211676949096496	-0.19472225362	-0.815443844	1.2869275498
HG01395	PUR	AMR	1	78	-0.00756965	0.0189265	0.00883745	-0.000404837	-0.041047	0	-3.02305788005962	-0.23015612906	-0.925629032	-3.4853362734
HG01396	PUR	AMR	2	26	-0.00355493	0.0132077	0.0128681	0.00970444	-0.0367948	0	-0.490362982869994	-0.1245393535	-0.944143928	-1.6540370712
HG01398	PUR	AMR	1	60	-0.0036747	0.0150607	0.00929499	0.00629486	-0.0380418	0	0.183832222949827	-0.11355650114	-0.794595624	-1.5338340878
HG01402	PUR	AMR	1	26	-0.00418574	0.013735	0.0119233	0.00809109	-0.0391929	0	-0.97347566224697	-0.21235758136	-0.770657596	-2.3183173898
HG01403	PUR	AMR	2	53	-0.00367451	0.0137601	0.0112819	0.00775656	-0.0359539	0	-0.711670416897017	-0.20174239458	-0.873627244	-1.5524080624
HG01405	PUR	AMR	1	30	-0.00639406	0.0189353	0.00813354	0.000531524	-0.0432635	0	0.79889303260704	-0.11386359024	-0.747204596	-1.146429476
HG01412	PUR	AMR	1	72	-0.00731188	0.0152919	0.0151652	0.01147	-0.0429371	0	-0.04604334022843	-0.017421963916	-0.77673342	-2.4076298636
HG01413	PUR	AMR	1	51	-0.00521413	0.0148078	0.0119534	0.00789277	-0.0376797	0	-2.26119591408086	-0.15408889698	-0.862625292	-0.8211577844
HG01414	PUR	AMR	2	25	-0.00518376	0.0152828	0.0107586	0.00578595	-0.039228	0	0.808887809330057	-0.15102978474	-0.744969076	-1.3852103
HG01431	CLM	AMR	1	79	-0.00666521	0.0126479	0.0175475	0.016557	-0.03813	0	-1.84518225634214	-0.3255607197	-1.085502644	-2.4217123018
HG01432	CLM	AMR	2	73	-0.0105745	0.0160188	0.0159697	0.012455	-0.0406496	0	0.690796595087266	-0.12611770734	-0.865403724	-2.8002106192
HG01435	CLM	AMR	2	63	-0.0111392	0.00554814	0.0327786	0.0396457	-0.0348104	1	2.06458050142781	-0.09308922296	-0.683508244	-2.6939109244
HG01437	CLM	AMR	1	38	-0.0112905	0.0199778	0.0152865	-0.00952666	-0.000543664	0	0.137104669426204	-0.17987091994	-0.836252144	-0.6460774396
HG01438	CLM	AMR	2	45	-0.0112707	0.023399	0.0112089	-0.0171923	-0.00165285	1	1.59641664908967	-0.001014782241	-0.687176892	-1.8260206872
HG01440	CLM	AMR	1	47	-0.00469353	0.0118342	0.0211613	0.00447099	0.00562883	0	0.588788149561841	-0.1246066607	-0.69010702	-0.5455809122
HG01441	CLM	AMR	2	56	-0.012596	0.00924128	0.0322988	0.019867	0.00453213	0	-0.077023952870785	-0.25564873106	-0.97588432	-3.2922385974
HG01443	CLM	AMR	1	31	-0.0110093	0.00397593	0.0356337	0.0445916	-0.0336385	0	0.298521254126479	-0.15860184474	-0.866555416	-2.0387480408
HG01444	CLM	AMR	2	66	-0.00749868	0.0121716	0.0174852	0.0162598	-0.0363021	0	-1.23382248734767	-0.17917933846	-0.774988916	-1.6161469308
HG01447	CLM	AMR	2	32	-0.00881295	0.014047	0.016392	0.013104	-0.0364664	0	-0.304533153101835	-0.12844653646	-0.854142292	-1.7602279966
HG01455	CLM	AMR	1	59	-0.0115862	0.00948551	0.0321572	0.0186844	0.00141484	0	-1.09519133319286	-0.25768729788	-0.943291636	-1.104489275
HG01456	CLM	AMR	2	27	-0.0108839	0.00904536	0.0304704	0.0186128	0.00311963	0	0.921429080397363	-0.06929781044	-0.635947556	-1.8708784674
HG01459	CLM	AMR	2	71	-0.0107887	0.00979876	0.0265264	0.0285414	-0.037154	1	1.90965569643656	-0.19093454094	-0.642061304	-1.6315282036
HG01461	CLM	AMR	1	75	-0.00515343	0.00563833	0.0301615	0.0199398	0.00699554	0	-0.423602976045048	-0.09943208522	-0.792673476	-1.1200752902
HG01462	CLM	AMR	2	64	0.000318869	0.0044111	0.0262042	0.0141207	0.00945472	0	0.992535133962669	-0.20358661186	-0.868982552	0.04701845234
HG01464	CLM	AMR	1	34	-0.00416008	0.00785686	0.0279422	0.015105	0.0035087	0	1.23977535615073	-0.0854086301	-0.624400696	1.986449154
HG01465	CLM	AMR	2	78	-0.0114474	0.0175892	0.0195652	-0.0033014	-0.00101185	0	-2.18921544498887	-0.25982850818	-1.040027776	-1.5237825156
HG01468	CLM	AMR	2	32	-0.0103171	0.0181128	0.0120765	0.00542439	-0.0403169	0	-0.681637511388115	-0.12177807562	-0.798835128	-2.9484633114
HG01471	CLM	AMR	2	64	-0.0101286	0.0115775	0.0208571	0.0219386	-0.0357787	0	1.08908353780886	0.041069675564	-0.565862008	-2.1481892518
HG01474	CLM	AMR	2	56	-0.010193	0.0192865	0.0108051	0.00351182	-0.0403114	0	0.987893313424072	-0.03926912383	-0.639334768	-2.0624789646
HG01479	CLM	AMR	1	48	-0.00974761	0.0200502	0.008009	-0.000426808	-0.0406032	0	-0.144448328799365	-0.08957158042	-0.657534296	-1.8109401298
HG01485	CLM	AMR	1	51	0.00471153	0.00534127	0.0160014	0.0197713	-0.0328702	1	1.52212454130481	-0.22062627088	-0.79127428	0.9510156516
HG01486	CLM	AMR	2	34	-0.0104255	0.0117788	0.0236561	0.0243284	-0.0409398	0	0.274277895830519	-0.18075432694	-0.713286568	-3.461874074
HG01488	CLM	AMR	1	21	-0.0053632	0.0155101	0.0165757	-0.0039946	0.00323595	0	0.322884664483856	-0.1649657405	-0.830499672	-1.6426930626
HG01489	CLM	AMR	2	73	-0.0111291	0.0196447	0.0151746	-0.00820816	-0.000357208	0	-0.529346498686129	-0.00028274240308	-0.656087196	-1.542957921
HG01491	CLM	AMR	1	56	-0.0115116	0.0187201	0.0175065	-0.00582373	-5.78501e-05	0	-0.194798493493939	-0.1121674488	-0.773108684	-2.801323906
HG01492	CLM	AMR	2	40	-0.0112936	0.0166462	0.0206891	0.000529013	0.000450205	0	0.566881170473473	-0.054188858452	-0.656288792	-2.1856379164
HG01494	CLM	AMR	1	36	-0.00864464	0.00701036	0.0321733	0.0221782	0.0046954	0	0.878903110717518	-0.063006354054	-0.576941804	-2.7894808378
HG01495	CLM	AMR	2	49	-0.00763989	0.00742752	0.0313115	0.0193122	0.00285743	1	1.99773321434068	-0.15446834132	-0.856810944	-0.7555570398
HG01497	CLM	AMR	1	70	-0.0109874	0.0106132	0.0305456	0.015819	0.00175997	1	1.59064448915738	-0.068567443186	-0.83251164	-2.278686939
HG01498	CLM	AMR	2	45	-0.010599	0.0110597	0.0285086	0.0146929	0.0026303	0	0.699109649903076	-0.10727000866	-0.747278448	-2.1282780534
HG01500	IBS	EUR	1	52	-0.0103329	0.024113	0.00751607	-0.0212441	-0.00132801	0	0.0875960204022642	-0.1090755243	-0.843910796	-2.9771080528
HG01501	IBS	EUR	2	67	-0.0101425	0.0236141	0.00753332	-0.0208748	-0.00190949	0	-0.780471573706205	-0.11063873402	-0.603267048	-2.7017231266
HG01503	IBS	EUR	1	72	-0.0112113	0.0242696	0.00718879	-0.021279	-0.00157756	0	-0.190355226526125	-0.17029310538	-1.002367248	-1.3620680106
HG01504	IBS	EUR	2	78	-0.0107998	0.0242544	0.00746402	-0.0213321	-0.00244981	0	-0.683650475408553	-0.066573803922	-0.74594512	-2.1504286218
HG01506	IBS	EUR	1	61	-0.0105433	0.0247098	0.0071038	-0.0218786	-0.00242753	0	-0.191679474027715	0.028546750334	-0.561373004	-2.0947002998
HG01507	IBS	EUR	2	60	-0.010941	0.0246268	0.00737963	-0.0215137	-0.00235291	0	-1.1391900204568	-0.22783739602	-0.917335652	-3.113907967
HG01509	IBS	EUR	1	77	-0.0104261	0.0246274	0.00765005	-0.0222392	-0.0039912	0	-1.52889231358758	-0.18874285024	-0.845930748	-2.3029105242
HG01510	IBS	EUR	2	35	-0.0109046	0.0247019	0.00742992	-0.0214319	-0.00236184	0	-0.225113658675287	-0.011988842598	-0.725659772	-2.635834463
HG01512	IBS	EUR	1	29	-0.0112734	0.0252178	0.00867129	-0.022375	-0.0034857	0	0.595396197901218	-0.1647259586	-0.779306264	-2.518459484
HG01513	IBS	EUR	2	71	-0.0113451	0.025085	0.00857227	-0.0221074	-0.0040507	0	-0.959281450364097	-0.10603323886	-0.710579992	-1.6997905994
HG01515	IBS	EUR	1	33	-0.0116562	0.0253854	0.00955304	-0.0221484	-0.00392299	0	0.182657551907238	-0.0036926244332	-0.8430605	-2.7732486044
HG01516	IBS	EUR	2	24	-0.0116836	0.0256802	0.00927051	-0.0222816	-0.00368997	0	0.459931578012541	-0.0020020779042	-0.67099532	-1.2212820178
HG01518	IBS	EUR	1	78	-0.0116718	0.0252717	0.00893112	-0.0220734	-0.00476489	0	-0.376723250988079	-0.09977703462	-0.624113272	-2.7452692758
HG01519	IBS	EUR	2	75	-0.0116301	0.0256376	0.00900833	-0.0221627	-0.00513304	0	-0.59656598316806	-0.19607933504	-0.788094652	-2.1237353314
HG01521	IBS	EUR	1	23	-0.0118793	0.0258415	0.00960099	-0.0231158	-0.00501714	0	-0.963849896156075	-0.17304512852	-0.923391516	-3.112596336
HG01522	IBS	EUR	2	38	-0.0119591	0.0260055	0.00935852	-0.0226863	-0.00456061	0	1.00665209871751	0.055460375594	-0.532906052	-1.3333272962
HG01524	IBS	EUR	1	68	-0.0109932	0.0251986	0.00856353	-0.0226319	-0.00383559	0	0.058424677722705	-0.058175632176	-0.738703632	-0.62990982802
HG01525	IBS	EUR	2	75	-0.0108722	0.0249314	0.00785029	-0.0223457	-0.00372871	0	-0.00957602358606602	-0.15294383324	-0.851335916	-1.6819140286
HG01527	IBS	EUR	1	47	-0.0100959	0.0244067	0.00790402	-0.0215064	-0.00330098	0	-0.0190469088745914	-0.18570561284	-0.820282148	-1.757745495
HG01528	IBS	EUR	2	69	-0.0105878	0.024973	0.00809271	-0.0225578	-0.00482097	0	1.32022875393372	0.011748303492	-0.707334496	-1.3684214232
HG01530	IBS	EUR	1	67	-0.0107255	0.0245469	0.00773901	-0.0217223	-0.00472308	0	-0.659213140665137	-0.080423101662	-0.732875312	-1.614937671
HG01531	IBS	EUR	2	47	-0.0104493	0.024757	0.00835045	-0.0219598	-0.00448494	0	-2.18868450910671	-0.14755673322	-0.953970236	-1.273177818
HG01536	IBS	EUR	1	50	-0.0110338	0.024908	0.00825242	-0.0222652	-0.0044932	0	-0.792045947973703	0.011852040714	-0.820663384	-1.980338873
HG01537	IBS	EUR	2	76	-0.0114011	0.0253157	0.00803265	-0.0222854	-0.00319701	0	-1.21920958214648	-0.20768225498	-0.985760528	-1.7448979094
HG01550	CLM	AMR	1	50	-0.00969862	0.0152817	0.0215701	0.00301343	0.000791987	0	-0.157663476595048	0.013303183946	-0.738346348	-2.1249765822
HG01551	CLM	AMR	2	57	0.00512949	0.00536724	0.0207685	0.00811793	0.0104964	0	0.398988310497411	-0.17439043118	-0.73907888	1.8242931732
HG01556	CLM	AMR	1	59	-0.0015736	0.00699995	0.020233	0.0239838	-0.0343679	0	1.32023014711597	-0.18144254306	-0.612356832	-0.07702537052
HG01565	PEL	AMR	1	76	-0.0144295	-0.000622744	0.0503004	0.0499261	0.008432	0	-0.581588502252847	-0.08190318699	-0.733593872	-1.9631469096
HG01566	PEL	AMR	2	48	-0.0131565	0.00705192	0.0366143	0.0283526	0.00551205	1	1.33718159392411	-0.09267528368	-0.714903328	-2.5215370182
HG01571	PEL	AMR	1	44	-0.0145104	0.000549718	0.0487408	0.0470886	0.00919973	0	-0.0181005147327005	-0.25108362022	-0.863701136	-0.6547981862
HG01572	PEL	AMR	2	29	-0.0163227	-0.00924866	0.0688025	0.079482	0.012124	1	2.04674626875305	-0.15717240808	-0.713865408	-1.2257799524
HG01577	PEL	AMR	1	49	-0.0105691	0.00718024	0.0338988	0.0246593	0.00553048	0	0.0596761259721089	-0.22758583536	-0.877978524	-0.8516388092
HG01578	PEL	AMR	2	41	-0.0138531	0.00209952	0.0468319	0.04342	0.00761601	1	1.77221505302252	-0.17545051958	-0.764436064	-1.4244440624
HG01583	PJL	SAS	1	33	-0.00920233	0.0116394	-0.0278176	0.017825	-0.00808312	0	-0.792546869864512	-0.15108278916	-0.76316062	-1.4097921844
HG01586	PJL	SAS	1	73	-0.00962817	0.0118968	-0.0274173	0.0170902	-0.00867317	0	-0.841333768313215	-0.061456689908	-0.732659744	-1.3383050958
HG01589	PJL	SAS	1	33	-0.00959155	0.012803	-0.027037	0.0170682	-0.00897782	0	-1.32131262829645	-0.26968059958	-0.869623268	-1.5457347398
HG01593	PJL	SAS	2	41	-0.00949714	0.0135522	-0.0270111	0.0161504	-0.00856936	0	1.00895847178902	-0.034897689458	-0.685282688	-0.7424983136
HG01595	KHV	EAS	2	44	-0.0148694	-0.0335877	-0.00194382	-0.0138423	-0.00281389	0	0.131260984605527	-0.0966952062	-0.556961844	-1.1857848042
HG01596	KHV	EAS	1	53	-0.0146466	-0.0324955	-0.00275568	-0.0130579	-0.001483	0	0.0126896649507717	-0.12958571082	-0.66505722	-1.8420929656
HG01597	KHV	EAS	2	79	-0.0147877	-0.0337307	-0.00228735	-0.0141392	-0.00274695	0	-0.500792367359494	-0.2555107513	-0.964724684	0.948789078
HG01598	KHV	EAS	2	71	-0.0149356	-0.0336129	-0.00172419	-0.0133628	-0.00240587	0	-0.216740476597181	-0.28154349358	-0.729470136	-0.48295661024
HG01599	KHV	EAS	2	27	-0.0149026	-0.0335071	-0.00191533	-0.0140675	-0.0020557	0	-0.385197649719686	-0.23901459792	-0.863092356	-1.2094005604
HG01600	KHV	EAS	2	33	-0.0152406	-0.0351088	-0.000725803	-0.0146253	-0.00324391	0	-0.240493970952432	-0.36468639506	-0.835487676	-1.2739328056
HG01602	IBS	EUR	2	53	-0.0105851	0.0240351	0.00745854	-0.0213057	-0.000219913	0	0.587602574356538	-0.1315645425	-0.833391876	-1.6143170456
HG01603	IBS	EUR	1	66	-0.0106129	0.0240158	0.00765869	-0.0214673	-0.00127216	0	-0.26707138488367	-0.045034995118	-0.620390732	-2.0376475504
HG01605	IBS	EUR	2	59	-0.011074	0.024412	0.00804013	-0.0218068	-0.000820141	0	-0.428886054878117	-0.09326758704	-0.676791704	-2.3395146264
HG01606	IBS	EUR	1	24	-0.0111672	0.0246343	0.00803775	-0.0221038	-0.00271548	0	-0.71427837944007	-0.076989508988	-0.858148264	-0.1110119691
HG01607	IBS	EUR	2	20	-0.011038	0.0247188	0.00740333	-0.0216172	-0.00138286	0	0.615155265368186	-0.077285324132	-0.789779276	-2.3421506848
HG01608	IBS	EUR	1	27	-0.0108135	0.0245805	0.00780264	-0.0219787	-0.00189447	0	0.462529026061333	-0.08800584668	-0.768857204	-2.532983398
HG01610	IBS	EUR	1	78	-0.0104717	0.0242119	0.00781038	-0.0219571	-0.00201474	0	-1.64018935798001	-0.13593446246	-0.80276126	-2.576683104
HG01612	IBS	EUR	2	36	-0.0101212	0.024153	0.00777424	-0.0221116	-0.000655959	0	-0.375393796597442	-0.09679953236	-0.777815252	-1.336839908
HG01613	IBS	EUR	2	38	-0.0111606	0.0248685	0.00759101	-0.0222232	-0.000851145	0	0.610900023749054	-0.19962390046	-0.876281924	-2.0947770782
HG01615	IBS	EUR	1	48	-0.0110398	0.0244262	0.00678251	-0.021144	-0.000480192	0	-1.165575431774	-0.13900871882	-0.910659032	-1.651887276
HG01617	IBS	EUR	1	50	-0.0107897	0.023939	0.00757335	-0.020983	-0.00145201	0	0.217428072603009	-0.061050238554	-0.584560536	-3.9257819632
HG01618	IBS	EUR	2	27	-0.0109851	0.0237959	0.00836255	-0.019595	-0.00208919	0	0.456204104307807	-0.14066868264	-0.85730196	-1.8122005752
HG01619	IBS	EUR	1	53	-0.0107807	0.0249287	0.00718274	-0.0206824	-0.00167362	0	0.288529860204408	-0.1372940679	-0.734633788	-2.7302335058
HG01620	IBS	EUR	2	30	-0.0106928	0.0241669	0.00767044	-0.0209231	-0.00120277	0	0.00181459954540464	-0.1439490673	-0.806495776	-2.5768238644
HG01623	IBS	EUR	2	47	-0.0105545	0.0244625	0.0076412	-0.0213803	-0.00309012	0	0.0650786593151922	-0.006654873199	-0.831968728	-1.380283686
HG01624	IBS	EUR	1	54	-0.0107105	0.0240131	0.00716343	-0.0209552	-0.00287136	0	-1.53830681006151	-0.29260711458	-0.973075948	-1.4851373876
HG01625	IBS	EUR	1	34	-0.0110612	0.0244278	0.00756502	-0.0212609	-0.00153593	0	0.0732977930251153	-0.27671756734	-0.843787044	-2.2257866214
HG01626	IBS	EUR	2	30	-0.0102697	0.0234105	0.00628172	-0.020225	-0.000714884	0	0.23814568594812	-0.074176572832	-0.724060976	-2.54040531
HG01628	IBS	EUR	2	65	-0.00844867	0.0224978	0.00657578	-0.0194602	7.02114e-05	0	-1.20182236621212	-0.1080785364	-0.822874952	0.022516481458
HG01630	IBS	EUR	1	60	-0.00928562	0.0234774	0.00700601	-0.0208483	-0.00144009	0	-0.808805215451479	-0.08755572978	-0.908461436	-2.8973161006
HG01631	IBS	EUR	1	28	-0.0114	0.0254215	0.00822021	-0.0221262	-0.00440157	0	0.4431299132147	-0.035232879314	-0.625594304	-2.5204045368
HG01632	IBS	EUR	2	47	-0.0110402	0.0250498	0.00786025	-0.0223548	-0.00318267	0	-1.02776842139946	-0.24906776958	-0.939740752	-2.5025471606
HG01668	IBS	EUR	2	28	-0.0102625	0.0237131	0.00698171	-0.0207004	-0.000492821	0	0.0453256534477776	-0.022390076616	-0.794282252	-1.0271926208
HG01669	IBS	EUR	1	66	-0.00916055	0.0231584	0.00746733	-0.0208421	-0.00142261	0	-0.822302814000058	-0.10260225434	-0.793984848	-1.1540305376
HG01670	IBS	EUR	2	31	-0.0109675	0.0242498	0.00703829	-0.0213585	-0.00201343	0	0.451266516981314	-0.053468503144	-0.615648236	-2.0406994918
HG01672	IBS	EUR	1	58	-0.0111128	0.0244264	0.00745572	-0.0211592	-0.00184122	0	-0.237500427701285	-0.1138375087	-0.836679288	-1.5881740004
HG01673	IBS	EUR	2	63	-0.0115438	0.0247566	0.00867993	-0.0225141	-0.003197	0	1.03038739244143	-0.073232084548	-0.702414356	-1.1227305432
HG01675	IBS	EUR	1	79	-0.0115949	0.0249243	0.00880062	-0.0228519	-0.00339583	0	-2.02701209872964	-0.21689156262	-1.052642496	-1.8864836772
HG01676	IBS	EUR	2	36	-0.0115719	0.025446	0.00915667	-0.0235046	-0.00315401	0	1.01361999606909	-0.033122209656	-0.746072864	-2.759159768
HG01678	IBS	EUR	1	42	-0.011286	0.0248991	0.00892608	-0.0234704	-0.00392149	0	-1.79388337833135	-0.31587184826	-0.907110144	-3.003475035
HG01679	IBS	EUR	2	40	-0.0111071	0.0246821	0.00877924	-0.0228376	-0.00320301	1	1.50417985495002	0.009856382234	-0.669973368	-2.9963858294
HG01680	IBS	EUR	1	77	-0.0111442	0.0247043	0.00901541	-0.0225066	-0.00344775	0	-0.200002450636348	-0.15576905296	-0.816639448	-1.3525027016
HG01682	IBS	EUR	1	72	-0.011482	0.0249584	0.00782086	-0.0226151	-0.00266928	0	-1.30791328543378	-0.14470459062	-1.0411635	-3.4010463866
HG01684	IBS	EUR	2	43	-0.0114743	0.025274	0.0084562	-0.0231181	-0.00361039	0	-0.113881762144996	-0.027155258108	-0.74693314	-2.3817747374
HG01685	IBS	EUR	2	71	-0.0107355	0.0241307	0.00782636	-0.0216851	-0.00251787	0	-0.614926247091091	-0.078923076576	-0.798573652	-1.427566384
HG01686	IBS	EUR	1	21	-0.0106866	0.0242012	0.00794634	-0.0221301	-0.00182106	0	-1.22325624636666	-0.11085832376	-0.91427778	-1.9211747176
HG01694	IBS	EUR	1	26	-0.00929966	0.0230814	0.0076312	-0.0211421	-0.000734643	0	0.977919702871629	-0.033093183426	-0.741160708	-2.1144643396
HG01695	IBS	EUR	2	29	-0.00929674	0.0231362	0.00738469	-0.0216153	-0.000751288	0	0.659200570830474	-0.17100740304	-0.786877092	-1.7618339448
HG01697	IBS	EUR	2	47	-0.010405	0.0242052	0.00771887	-0.0207461	-0.0028134	0	-1.18412227613019	-0.14837703972	-0.888122196	-3.4415533908
HG01699	IBS	EUR	1	72	-0.0104906	0.0246487	0.00702907	-0.0219971	-0.00168487	0	-1.64335231077473	-0.11101144764	-0.732943176	-2.1557647206
HG01700	IBS	EUR	1	79	-0.0121188	0.0257974	0.00954764	-0.0234154	-0.00540587	0	-1.21594552447604	-0.008591595812	-0.678238804	-1.6517465156
HG01702	IBS	EUR	2	48	-0.0119414	0.0257825	0.0098842	-0.0233532	-0.00536785	0	-1.31838703344998	-0.22628596506	-0.981874316	-3.4059282132
HG01704	IBS	EUR	2	28	-0.0104326	0.0244083	0.007729	-0.0213054	-0.00271083	0	0.548014224800984	0.028169493478	-0.652019348	-0.41561171632
HG01705	IBS	EUR	1	42	-0.0103864	0.0244838	0.00750031	-0.0217999	-0.00307031	0	-0.321357049953458	-0.08750609072	-0.847457688	-3.8754473238
HG01707	IBS	EUR	2	48	-0.0108844	0.0246251	0.00723247	-0.0218895	-0.00308404	0	0.408159578616658	0.037447875132	-0.592606412	-1.2706121398
HG01708	IBS	EUR	1	73	-0.0107424	0.0241372	0.00670231	-0.0209826	-0.00228	0	0.119105782552817	-0.20909907154	-0.935311628	-0.57293193756
HG01709	IBS	EUR	1	70	-0.0104307	0.0246801	0.00786243	-0.0215153	-0.0032509	0	0.288784195477977	-0.08667400546	-0.911221904	-2.5648016466
HG01710	IBS	EUR	2	46	-0.0104633	0.0244491	0.00733637	-0.0218542	-0.00287254	0	-0.908522168613337	-0.17777850736	-1.065103524	-3.8204483966
HG01746	IBS	EUR	2	39	-0.0112425	0.0250872	0.00801152	-0.0220521	-0.00419375	0	-1.30262321962003	-0.1821290765	-0.984694664	-1.8786778732
HG01747	IBS	EUR	1	65	-0.0112321	0.0248487	0.00750473	-0.021279	-0.00191647	0	-0.104404156800507	-0.20188121568	-0.791236356	-2.4943894556
HG01756	IBS	EUR	1	47	-0.0107835	0.025023	0.00773817	-0.0213518	-0.00487112	0	-0.377490860157969	-0.06314298767	-0.684266724	-2.2157158546
HG01757	IBS	EUR	2	30	-0.0102844	0.0249369	0.00766366	-0.0207321	-0.00410434	0	-1.44158807109871	-0.21768747026	-0.781837192	-2.7405793952
HG01761	IBS	EUR	1	46	-0.0109924	0.0257573	0.00841974	-0.0220367	-0.00558997	0	-0.0505680733663777	-0.12198336258	-0.757865232	-1.8276266354
HG01762	IBS	EUR	2	30	-0.0110951	0.0253585	0.0079839	-0.0216539	-0.00363848	0	0.997535077523461	-0.11710779728	-0.709242672	-2.0436106728
HG01765	IBS	EUR	1	22	-0.0100095	0.0252506	0.000880482	-0.0140479	-0.041393	0	-0.450215267641726	-0.13321020354	-0.87696256	-1.4877926406
HG01766	IBS	EUR	2	55	-0.00957826	0.0250715	0.0010434	-0.0143882	-0.0437775	0	-2.33312070751748	-0.20085982892	-0.951367452	-1.0034872898
